name,phone,email,website,category,address1,address2,region,zip,country,googlestars,googlecount,yelpstars,yelpcount,fbstars,fbcount,ig_followers
"Stanley Harris, DDS, PC","+13472523350","stanleyharrisdds@gmail.com","http://www.dentalbrooklynheights.com/","Cosmetic dentist","185 Montague St 8th floor","Brooklyn","NY","11201","US","4.9","543","3.4","42","","",""
"Klein & Rubinstein","+17186360435","kleinandrubinstein@verizon.net","https://www.brooklynheightscosmeticdentistry.com/","Dentist","32 Court St # 1401","Brooklyn","NY","11201","US","4.9","169","","","","",""
"Better Living through Dentistry","+17182635991","hello@betterlivingdentistry.com","http://www.betterlivingdentistry.com/","Dental implants periodontist","125-10 Queens Blvd STE 219","Kew Gardens","NY","11415","US","4.9","353","","","","","428"
"Sky Dental Care","+17187930017","contactus@skydentalcares.com","http://skydentalcaresny.com/","Dentist","72-11 110th St","Forest Hills","NY","11375","US","4.8","227","","","","",""
"Bae Dental","+12122571234","hello@baedental.com","http://www.baedental.com/","Dentist","123 Chambers St Penthouse 1","New York","NY","10007","US","5.0","32","","","","","130"
"Dr. Sarah D. Hubert, DDS","+13479569404","sarah@drsarahhubert.com","http://drsarahhubert.com/","Dentist","55 Warren St","New York","NY","10007","US","5.0","1","","","","","1304"
"Dr. Viviane Trinh Dentist","+12125050295","dental@cosmeticdentistryny.com","http://www.cosmeticdentistryny.com/","Dentist","20 5th Ave Suite 1C","New York","NY","10011","US","4.7","96","","","","","616"
"Dr. Victoria Park","+16467073456","hello@prosthandconyc.com","https://www.prosthandconyc.com/","Dentist","47 E 77th St #207","New York","NY","10075","US","5.0","2","5","2","","",""
"Everyday Dental Habits That Will Save Your Natural Teeth | MENYC","+13477088795","emergency@lipnerendo.com","https://www.midtownendodontistnyc.com/contact-us/","Dentist","60 E 56th St","New York","NY","10022","US","","","","","","",""
"Terra Dental","+12129371079","","https://www.terradental.nyc/","Dentist","438 W 51st St Suite 3B","New York","NY","10019","US","5.0","240","","","","","610"
"Dentist on Madison","+12122274600","info@dentistonmadison.com","http://dentistonmadison.com/","Dentist","274 Madison Ave Rm 202","New York","NY","10016","US","4.9","347","","","","","4693"
"Carroll Gardens Dental Associates - Brooklyn","+17188341446","info@carrollgardensdental.com","https://www.carrollgardensdental.com/","Dentist","544 Court St","Brooklyn","NY","11231","US","4.4","584","","","","",""
"Lambert + Company Dentistry","+12122404040","info@lamberttribeca.com","https://www.lamberttribeca.com/","General dentistry","20 Warren St Ste B","New York","NY","10007","US","","","","","","",""
"Tribeca Dental Club","+17164520857","info@tribecadentalclub.com","http://tribecadentalclub.com/","General dentistry","123 Chambers St","New York","NY","10007","US","","","3.2","35","","",""
"Blue Sky Dental","+12123499682","skyblue@telusplanet.net","https://www.blueskydentalclinic.net/","General dentistry","210 Canal St Ste 604","New York","NY","10013","US","4.8","79","4.4","12","","",""
"Double Eight Chambers LLC","+12126937411","tribeca@nycityortho.com","https://chambersortho.com/","General dentistry","88 Chambers St","New York","NY","10007","US","","","","","","","731"
"Cho Mark DDS","+12122852828","","https://firstmark.com/","Dentist","212 Canal St","New York","Ny","10013","US","4.8","17","","","","",""
"TO CHOY","+12123859399","dan@dan.com","https://dan.com/buy-domain/bassoons.com","Dentist","180 Park Row","New York","NY","10038","US","5.0","1","5","4","","",""
"Tech Squared Dental Studios","+12123931113","info@tech2ds.com","https://tech2ds.com/","Dental laboratories","111 Broadway Ste 1704","New York","NY","10006","US","5","1","","","","","445"
"Oren Rahmanan, DDS","+12125816736","info@orenrahmanandds.com","https://www.orenrahmanandds.com/","Cosmetic dentist","1 Rockefeller Plz Ste 2223","New York","NY","10020","US","5","101","","","","",""
"Chelsea Dental Arts","+12122069977","contact@chelseadentalarts.com","https://www.chelseadentalarts.com/","Dentist","363 W 23rd St","New York","NY","10011","US","4.7","21","4.8","55","","",""
"Boss Dental","+12122748658","smile@drwilliamkchan.com","https://www.bossdental.com/","Dentist","52 E Broadway Ste 7","New York","NY","10002","US","3.6","28","2.8","11","5","13",""
"Charles M. Marks, DDS & Dental Associates","+12125744650","info@oktooth.com","https://www.oktooth.com/","Cosmetic dentist","347 5th Ave Rm 1310","New York","NY","10016","US","4.8","444","4.3","40","","",""
"NY Kids Dentistry and Orthodontics","+12123692213","info@nykidsdentistry.com","http://www.nykidsdentistry.com/","Pediatric dentist","110 E 87th St Ste 1A","New York","NY","10128","US","5.0","144","","","","","547"
"KATE BRAYMAN","+12125050295","","https://lynnapillaidmd.com/","Cosmetic dentist","44 W 10th St","New York","NY","10011","US","4.7","96","","","","","162"
"Jersey City Dental","+12013320403","info@jerseycitydentalcenter.com","https://www.jerseycitydentalcenter.com/","Dentist","75 Montgomery St Ste 402","Jersey City","NJ","07302","US","4.7","523","3.6","76","","","1150"
"Sonny Torres Oliva, DDS","+12123822999","concierge@olivadds.com","http://www.olivadds.com/","Cosmetic dentist","16 E 52nd St","New York","NY","10022","US","5.0","294","","","","","1788"
"Chatham Square Dental Associate","+12124314306","","https://local.demandforce.com/b/glennngan","Dentist","8 Chatham Sq","New York","NY","10038","US","4.8","463","","","","",""
"Wall Street Dental Care","+12122279555","","https://wallstreetdentalcare.com/index.php","General dentistry","111 Broadway Ste 1706","New York","NY","10006","US","","","","","","","38530"
"Worldwide Plaza Dental PLLC","+12123332650","info@wwpdental.com","http://wwpdental.com/","Dentist","370 W 50th St Ste 1L","New York","NY","10019","US","4.9","165","","","","",""
"HMC Dental PC","+12125815050","reception@hmc-dental.com","https://www.hmc-dental.com/","Dentist","311 W 43rd St Ste 405","New York","NY","10036","US","5","165","","","","",""
"East Coast Family Dentistry","+12013324699","admin@eastcoastdentistry.com","https://myjerseycitydentist.com/","Cosmetic dentist","64 Morris St","Jersey City","NJ","07302","US","5.0","63","4.5","8","","",""
"Dental Associates of Hoboken","+12017400311","info@daofhoboken.com","http://www.dentalassociatesofhoboken.com/","Dentist","233 Washington St","Hoboken","NJ","07030","US","4.9","574","3.8","33","","","1012"
"Boris Pinhasov DDS","+12122213999","info@bpsmilesny.com","https://bpsmilesny.com/","General dentistry","19 W 44th St Ste 314","New York","NY","10036","US","5.0","216","","","","","595"
"Lucas Dental Associates","+12017981191","info@lucasdental.com","https://lucasdental.com/","General dentistry","200 Bloomfield St","Hoboken","NJ","07030","US","4.8","213","3.6","35","","","634"
"Hanson Place Dental","+17184030700","appointment@hansonplacedental.com","https://downtownbrooklyn-dental.com/","Dentist","177 Livingston St","Brooklyn","NY","11201","US","1.7","484","1.7","214","","",""
"Empire State Dental Group","+12125948060","nydentalnyc@gmail.com","http://nydentalnyc.com/","Dentist","350 5th Ave","New York","NY","10118","US","","","","","","",""
"Columbus Circle Dental","+12122463200","columbuscircledental@yahoo.com","https://columbuscircledental.com/about-us/","Dentist","30 W 60th St","New York","NY","10023-7902","US","","","","","","","544"
"NYC Center for Dental Implants","+12126854048","centerfordentalimplant@gmail.com","https://nyccenter4dentalimplants.com/","General dentistry","30 Central Park S Ste 8C","New York","NY","10019","US","","","","","","","1106"
"Signature Smile General & Cosmetic Dentistry","+17182465677","signaturesmiledental@gmail.com","https://www.mybrooklynheightsdentist.com/","Cosmetic dentist","100 Pineapple Walk","Brooklyn","NY","11201","US","4.6","276","3.7","77","","",""
"Midtown Dental Care","+12125757740","midtowndentalcarenyc@gmail.com","https://www.midtowndentalcarenyc.com/","General dentistry","1501 Broadway","New York","NY","10036-0057","US","4.9","327","","","","","24970"
"Tribeca Smiles","+12124734444","drpankajsingh@app-nea.com","https://www.tribecasmiles.com/","Cosmetic dentist","44 Lispenard St Ste A","New York","NY","10013","US","","","3.4","65","","","4088"
"Craig Roberts DDS","+12125984855","craigrobertsdds@gmail.com","https://www.westvillagedentistry.com/","Cosmetic dentist","31 Washington Sq W","New York","NY","10011","US","4.9","48","4.2","39","","",""
"Milan A. SeGall, DDS","+12129790020","segalldds@gmail.com","https://www.milansegalldds.com/","Dentist","11 5th Ave Ste H","New York","NY","10003","US","5","3","","","","",""
"Mark J Bronsky DMD, MS, PC","+12127580040","","https://bronskyorthodontics.com/","Orthodontist","15 Harrison St Ste 1","New York","Ny","10013","US","5.0","476","4.4","12","","","9509507"
"New York City Cosmetic and General Dentistry","+18552836337","draustin@vipsmiles.com","https://vipsmiles.com/","Cosmetic Dentistry","119 W 57th St","New York","NY","10019","US","4.7","65","","","","","63815"
"Boss Medical&Dental","+12122260601","susquespine@gmail.com","http://www.wellness.com/dir/2276509/dentist/ny/new-york/boss-medical--dental","General dentistry","271 Grand St","New York","NY","10002","US","4.9","29","","","","",""
"The Midtown Dentist","+12128830100","info@midtown-dental.com","http://www.midtown-dental.com/","Dentist","20 E 46th St Ste 1000","New York","NY","10017","US","4.6","117","","","","","72"
"225 broadway","+12122278638","yehuda@braunre.com","https://braunmgmt.com/","Commercial real estate","225 Broadway","New York","NY","10007-3001","US","4.2","116","","","","",""
"Fine Dental","+12127687422","info@finedental.com","https://finedental.com/","Dentist","265 Madison Ave 3rd Fl","New York","NY","10016","US","5.0","384","","","","","164"
"Manhattan Prosthetic Dentistry: John Sobel DDS","+12125416220","manhattanpdental@gmail.com","https://www.manhattanpd.com/","Dentist","630 5th Ave Ste 1853-1854","New York","NY","10111","US","4.9","40","","","","",""
"Kramer and Kramer Dental","+12126837039","dr@kramerandkramerdental.com","https://kramerandkramerdental.com/","Dentist","2 W 45th St Ste 1409","New York","NY","10036","US","4.8","275","","","","",""
"A-Implant Dental Laboratory Inc","+12125824720","","https://www.aimplantdentallab.com/","Dental laboratories","10 Park Ave","New York","NY","10016","US","5.0","6","","","","",""
"Contemporary & Esthetic Dentistry","+12125881500","info@mymidtowndentist.com","https://mymidtowndentist.com/","Cosmetic dentist","115 E 57th St 1250 15th Floor","New York","NY","10022","US","5.0","61","","","","","56573"
"Montgomery Greene Dental","+12016135536","info@jcsmile.com","https://www.jcsmile.com/","Pediatric dentist","39 Montgomery St","Jersey City","NJ","07302","US","4.9","277","4.3","63","","",""
"New York Av Dental","+12018630426","newyork3058800@nyavedental.com","http://nyavedental.com/","General dentistry","2200 New York Ave","Union City","NJ","07087","US","4.3","70","","","","",""
"Manhattan Midtown Dental, Dr. Michael Krochak","+12128382900","drk@nycsmilespa.com","https://www.michaelkrochak.com/","General dentistry","29 W 57th St","New York","NY","10019","US","4.4","12","","","","","984"
"Northeast Dental Plan Inc","+12126885555","members@dentalsave.com","https://dentalsave.com/help/terms-and-conditions/","Insurance agency","845 3rd Ave Ste 20","New York","NY","10022","US","4.7","59","","","","","1877"
"Jersey City Pediatric Dentistry","+12019924764","ask.jcpdentistry@gmail.com","https://jcpdentistry.com/","Pediatric dentist","139 Newark Ave","Jersey City","NJ","07302-2811","US","4.9","460","","","","",""
"Personal Touch Dentistry, PC","+12127528431","eastchestersmiles@gmail.com","http://www.drwilmaantonio.com/","General dentistry","57 W 57th St Ste 1414","New York","NY","10019","US","4.9","121","","","","",""
"Metropolitan Dental Arts","+13479862032","","https://metropolitandentalarts.com/","Dentist","380 Union Ave","Brooklyn","NY","11211","US","4.8","1056","","","","","1114"
"Roar Dental PC","+12014517627","roaroffice@gmail.com","https://roardental.com/","Pediatric dentist","88 Morgan St","Jersey City","NJ","07302-1427","US","4.3","73","4.2","45","","","55"
"Dr. Ewa Monsul DMD","+12126885050","emonsul@comcast.net","https://ewamonsul.com/","Cosmetic dentist","115 E 57th St #1520","1520 Ste","NY","10022","US","5","5","","","","",""
"Fountain Pediatric Dentistry","+12123551003","","https://www.jenfountaindds.com/","Paediatric Dentist","150 E 58th St","New York","NY","10155","US","5","159","","","","","1311"
"ASA Dental Lab","+12127039909","asadental@gmail.com","http://www.asadentalrestorations.com/","Dental laboratories","358 7th Ave Ste 2","New York","NY","10001","US","5.0","4","","","","",""
"Family Dentistry","+12128650177","smilesnyc700@gmail.com","http://meenashahdds.com/","Dentist","700 Columbus Ave","New York","NY","10025","US","4.4","367","","","","",""
"All Advanced Dentistry","+12123488061","","https://www.nexhealth.com/","Dentist","1760 2nd Ave","New York","NY","10128","US","4.3","142","","","","",""
"Williamsburg Dental Arts","+13476893066","","https://www.williamsburgdentalarts.com/","Dentist","86 N 6th St","Brooklyn","NY","11249","US","4.9","226","4.3","55","4","10",""
"Pacific Dental Care Pc","+17188581218","info@pacificdentalcareny.com","http://www.pacificdentalcareny.com/brooklyn-office-location","Dentist","105 Smith St","Brooklyn","NY","11201","US","3.3","19","","","","",""
"Patterson Dental Emergency Inc. of Manhattan","+16465531600","","https://daaz.com/redirect/emergencydentistnewyork.com","Dentist","420 Lexington Ave NE","New York","NY","10170","US","4.1","9","","","","",""
"Cosmetic Dental of New York PC","+12129290080","cosmeticdentalofnewyork@gmail.com","https://www.cosmeticdentalny.com/","Prosthodontist","53 E 66th St","New York","NY","10065","US","5.0","22","","","","",""
"Manhattan Dental Enterprise","+12124263790","","https://www.spectrumheart.com/provider/new-york/manhattan-dental-enterprise-pllc","Cosmetic dentist","20 E 46th St Ste 400","New York","NY","10017","US","","","","","","","160"
"Central Park North Orthodontics","+12128669800","info@briteorthodontics.com","https://www.briteorthodontics.com/","Orthodontist","1851 Adam Clayton Powell Jr Blvd","New York","NY","10026","US","4.9","807","","","","","754"
"Dental Ceramics Studio","+12124489254","scdentalceramics@gmail.com","https://scdentalceramics.com/","Dental laboratories","344 3rd Ave","New York","NY","10010","US","","","","","","",""
"32 Central Dental PC","+12125641888","","https://www.32dentalcare.org/","Dentist","34 W 32nd St","New York","NY","10001","US","4.9","695","","","","","5647"
"Collado Dental","+12018658900","","https://patientconnect365.com/dentists/newjersey/unioncity/07087/collado_dental","Dentist","1315 Palisade Ave","Union City","NJ","07087","US","4.9","457","","","","",""
"Modern Family Dentistry","+12017981000","frontdesk@mfdnj.com","http://www.modernfamilydentistryjc.com/","General dentistry","551 Jersey Ave","Jersey City","NJ","07302","US","4.8","299","4.8","93","","","2220"
"Ezra Trachtenberg","+17182377888","willoughbydental1@verizon.net","https://willoughbydental.com/","Dentist","135 Lawrence St","Brooklyn","NY","11201","US","4.4","73","","","","",""
"JR Dental","+12014326000","interest@blackdogdomains.com","https://blackdogdomains.com/categories/health-wellness/smiledentistry-com/","Doctor","8 BALDWIN Ave Ste 2B","JERSEY CITY","NJ","07304","US","","","","","","",""
"Cosmetic Dentistry of New York","+12127297826","info@dentalcosmetic.com","https://dentalcosmetic.com/","","115 Central Park W","New York","Ny","10023","US","","","","","","",""
"Chiu Frances M","+12122858604","hello@dereklau.co","http://dereklau.co/","General dentistry","10 Mott St","New York","NY","10013","US","5","1","","","","",""
"Alpine Periodontics&Dental","+12016349400","alpineperio@gmail.com","https://alpineperio.com/","Periodontist","345 E 37th St","New York","NY","10016-3206","US","4.8","481","","","","","1822"
"Dr. Doris Giraldo","+12127504590","newdimensiondentistry@gmail.com","https://www.newdimensiondentistry.com/","General dentistry","133 E 58th St Ste 506","New York","NY","10022","US","5","110","","","4.5","17","230"
"Smile Cafe Dental Spa","+12127793494","drnoor@invisaligncafe.com","https://www.smilecafeny.com/","General dentistry","45 Park Ave","Professional Unit 1","NY","10016","US","","","","","","","75"
"Smile Arts of NY","+12125376923","smileartsofny@gmail.com","https://smileartsny.com/","Cosmetic dentist","30 E 40th St #105","New York","NY","10016","US","4.8","754","4","132","","","833"
"Columbus Circle","+12122474401","gservices@related.com","https://www.theshopsatcolumbuscircle.com/","Fountain","1849 Broadway","New York","NY","10023","US","4.4","10118","","","","","34395"
"All Smiles Dental","+13474381000","contact@allsmilesdentalny.com","https://www.allsmilesdentalny.com/","General dentistry","19316 Northern Blvd Ste D","Flushing","NY","11358","US","4.7","41","","","","",""
"DentiSmiles, LLC","+12018630426","dentismiles@ident.com","https://dentismiles.com/","General dentistry","2200 New York Ave","Union City","NJ","07087","US","4.8","113","","","","",""
"Richard Ricci DDS&Andrea Cambria DDS","+12122134558","reception@gotomydentist.com","https://www.gotomydentist.com/","General dentistry","201 E 28th St","New York","NY","10016","US","4.9","82","4.5","59","","","370"
"Reconstructive Dentistry","+12127537000","drvahidinyc@gmail.com","https://reconstructivedentistrynyc.com/","Dentist","205 E 64th St #403","New York","NY","10065","US","4.7","15","","","","",""
"Charming Smile Dental","+12014258600","contact.kran@gmail.com","https://charmingsmiledental.com/","General dentistry","115 Christopher Columbus Dr","Jersey City","NJ","07302","US","4.8","845","4.7","98","","",""
"Garden Dental Arts","+17182303183","gda@gardendentalartsny.com","https://www.gardendentalartsny.com/","General dentistry","511 Clinton Ave","Brooklyn","NY","11238","US","4.8","184","4.5","83","","",""
"80 Wall Street Dental","+12127422070","info@80walldental.com","http://80walldental.com/wordpress/","General dentistry","80 Wall St Ste 615","New York","NY","10005","US","4.9","359","","","","",""
"Noble Dental Care","+17189651144","info@myparkslopedentist.com","https://myparkslopedentist.com/","Dentist","472 5th Ave","Brooklyn","NY","11215","US","4.9","724","","","","","3464"
"Dental Arts of Hoboken","+12019639000","info@dentalartsofhoboken.com","https://dentalartsofhoboken.com/","General dentistry","726 Washington St","Hoboken","NJ","07030","US","4.9","539","4.8","57","","",""
"Brooklyn Family Dental","+17185965537","bkfdsmile@gmail.com","https://www.brooklynfamilydentalcare.com/","General dentistry","580 Myrtle Ave","Brooklyn","NY","11205","US","4.4","74","3.8","41","","","148"
"Murray Hill Endodontics","+12127363676","murrayhillendo@gmail.com","https://www.murrayhillendo.com/","Endodontist","132 E 35th St","New York","NY","10016","US","4.8","394","","","","",""
"Peltz Ivy DDS","+16317892375","ivypeltzdds@gmail.com","https://www.ivypeltzdds.com/","General dentistry","11 5th Ave","New York","NY","10003","US","","","","","","",""
"Perio NYC","+12127568890","info@perionyc.com","https://www.perionyc.com/","Periodontist","218 E 61st St","New York","NY","10065","US","5","114","","","","","484"
"Dr. Nancy Jean Schnur, DDS","+12129726340","njsdental@gmail.com","https://www.njsdental.com/","General dentistry","275 Madison Ave Ste 1318","New York","NY","10016","US","3.9","7","","","","",""
"Amr Abdelaziz DDS","+12125299777","drabdelaziz1@aol.com","https://www.amrabdelazizdds.com/","Cosmetic dentist","5 E 19th St Ste 5","New York","NY","10003","US","5.0","140","","","","",""
"Debra Dermack DDS","+12126833181","debdermack@gmail.com","https://www.drdermackdds.com/","General dentistry","50 Park Ave","New York","NY","10016","US","5","14","","","","",""
"North Brooklyn Dental Care","+13472153088","","https://northbrooklyndentalcare.com/","Cosmetic dentist","169 Kent St","Brooklyn","NY","11222","US","4.7","481","","","","","507"
"Chesney Arnold W","+12124754797","","https://vitals.com/dentists/dr_arnold_chesney","General dentistry","500A Grand St","New York","NY","10002","US","2.7","141","","","","",""
"Dr. Shauna Fung","+12129669628","info@straightfinish.com","https://www.straightfinish.com/","Orthodontist","70 Bowery","New York","NY","10013","US","4.8","137","","","","","313"
"Arianita Mulahu, DMD","+12127530500","office@vbtassociates.com","https://www.midtowndentist5thave.com/","Cosmetic dentist","551 5th Ave Ste 1114","New York","NY","10176","US","5","122","","","","",""
"Washington Sterling Dental Center","+17186386002","gerts743@yahoo.com","https://gertsdental.com/contact-us/","General dentistry","743 Washington Ave","Brooklyn","NY","11238","US","4.3","101","","","","","436"
"iSmile Dental","+17183848880","ismilewilliamsburg@gmail.com","https://helloismile.com/","General dentistry","10 N 5th St","Brooklyn","NY","11249","US","4.9","898","4.2","129","","",""
"Martha Cortes, DDS","+12122620950","info@cortesadvanceddentistry.com","https://www.marthacortesdds.com/","General dentistry","120 Central Park S Ste 1G","New York","NY","10019","US","4.8","98","","","5","17","929"
"Mid-Manhattan Oral Surgery, PC","+12129181859","info@midmanhattanoralsurgery.com","https://midmanhattanoralsurgery.com/","Oral surgeon","36 West 44th Street","New York","NY","10017","US","4.9","816","","","","",""
"S&Y Diamond Dental P.C.","+17186253106","sandydiamonddental@gmail.com","https://www.sandydiamonddental.com/","Dentist","161 Atlantic Ave","Brooklyn","NY","11201","US","2.7","30","","","","",""
"Beeren Gajjar, DDS","+17187830504","info@courtdds.com","https://courtstreetdental.com/","Cosmetic dentist","32 Court St Ste 500","Brooklyn","NY","11201","US","4.6","22","","","","","124"
"Miller Dental Arts","+12014646410","millerdentalartsfl@gmail.com","https://www.millerdentalarts.com/","General dentistry","301 60th St","West New York","NJ","07093","US","4","7","","","","",""
"Strong Roots Dental","+15515534277","strongrootsdentaljc@gmail.com","https://strongrootsdental.com/","Dentist","273 Newark Ave","Jersey City","NJ","07302","US","4.7","863","","","","","1346"
"Family Ecodental","+12013302837","team@familyecodental.com","https://familyecodental.com/","General dentistry","407 39th St Ste 401","Union City","NJ","07087","US","4.9","380","","","","",""
"St. Marks Painless Dental","+17187783283","info@stmarkspainlessdental.com","https://www.stmarkspainlessdental.com/","General dentistry","813 Nostrand Ave","Brooklyn","NY","11225","US","4.8","607","","","","",""
"Rosenblatt Stewart DDS","+12124731711","members@dentalplans.com","https://www.dentalplans.com/","General dentistry","191 3rd Ave","New York","NY","10003","US","3.3","83","","","","","6823"
"Park Dentistry","+17186227275","contact@parkdentistryny.com","http://www.parkdentistryny.com/","Dentist","55 8th Ave","Brooklyn","NY","11217","US","4.6","291","","","","","1043"
"Vita Dental PC","+17185960066","info@boerumhilldental.com","https://www.boerumhilldental.com/","Dentist","226 Livingston St","Brooklyn","NY","11201","US","5.0","429","4.8","20","","","437"
"Park Slope Dentistry Seventh Avenue","+17187681111","office@slopedental.com","https://slopedental.com/","Cosmetic dentist","357 7th Ave","Brooklyn","NY","11215","US","4.9","413","","","","","780"
"New City Dental Care","+12014591800","newcitydentalcare@gmail.com","https://www.newcitydentalcare.com/","General dentistry","3367 John F Kennedy Blvd","Jersey City","NJ","07307-4208","US","4.8","100","","","","",""
"Robert Korngut","+17186389035","rlkorngutdds@gmail.com","https://www.dentalsleepmedicineofbrooklyn.com/","Dentist","32 Court St","Brooklyn","NY","11201","US","","","","","","",""
"Finest Dental Care","+17186228020","finestdentalcare@yahoo.com","http://www.finestdentalcare.com/","General dentistry","10 Plaza St E Ste 1F","Brooklyn","NY","11238","US","4.8","216","","","","",""
"Laurie S Litwin","+12126142662","yazdanomfs@gmail.com","https://gramercydentalgroup.com/","Dentist","8 Gramercy Park S","New York","NY","10003","US","5.0","187","","","","",""
"Central Park Dentists Dr. Bela Levingart and Dr. Garry Levingart","+17188349400","","https://livingartdentistry.com/","General dentistry","159 Smith St","Brooklyn","NY","11201","US","4.9","349","","","","","1045"
"Second District Dental Society","+17185223939","info@sddsny.org","https://www.sddsny.org/","Community services/non-profits","111 Fort Greene Pl","Brooklyn","NY","11217","US","5","1","","","","","826"
"Mindlin Mitchell DDS","+17188758088","hello@heightsdds.com","https://heightsdds.com/about","General dentistry","86 Pierrepont St","Brooklyn","NY","11201","US","5","5","5","5","","",""
"Hell's Kitchen Dental","+12126443705","info@hellskitchendental.com","http://www.hellskitchendental.com/","General dentistry","664 10th Ave","New York","NY","10036","US","4.3","28","","","","","2494"
"Advanced Gentle Dentistry of Park Slope","+17187888009","support@dentistparkslope.com","https://www.parkslopefamilydentist.com/","General dentistry","443 9th St","Brooklyn","NY","11215","US","4.9","336","","","","",""
"United Nations Plaza Dental P.C.","+12129496105","47potternr@aol.com","https://unitednationsplazadental.com/","General dentistry","765 United Nations Plz","New York","NY","10017","US","4.7","117","","","","",""
"Lotus Smiles","+12014338600","jerseycity@lotussmiles.com","https://www.lotussmiles.com","General Dentistry","201 Marin Blvd","Jersey City","NJ","07302","US","4.6","524","3.5","41","","","906"
"Tu'S Dental","+13477981885","tusdental@gmail.com","http://www.tusdental.com","General Dentistry","2110 Bath Ave","Brooklyn","NY","11214","US","4.9","122","4.8","93","","","617"
"Kenneth Cooperman, DMD","+12122338320","tribeca@nycityortho.com","http://www.tribecateeth.com/","Orthodontists","88 Chambers St,  Ste 101","New York","NY","10007","US","4.8","117","","","","","731"
"Dr. Anthony J. Orrico, DMD, FAGD","+12016532288","info@drorrico.com","http://essexsmiles.net","General Dentistry","198 Van Vorst St","New Jersey City","NJ","07302","US","4.9","281","4.9","12","","",""
"Advanced Dental Group of Hoboken","+12017986684","advancedentalhoboken@gmail.com","http://www.advancedentalhoboken.com","General Dentistry","80 River St, Penthouse","Hoboken","NJ","07030","US","4.9","925","4.7","99","","","528"
"Royal Orthodontics","+12126831370","info@royalorthodontics.com","http://www.royalorthodontics.com","Orthodontists","245 E 21st St","New York","NY","10010","US","4.9","80","4.8","71","","","3379"
"Bococa Dental","+17185962000","smile@bococadental.com","http://bococadental.com/","General Dentistry","316 Henry St","Brooklyn","NY","11201","US","4.9","206","4.7","34","5","5","180"
"SoHo Dental Group","+12128787646","info@sohodentalgroup.com","https://www.sohodentalgroup.com","General Dentistry","552 Broadway, Ste 505","New York","NY","10012","US","4.7","525","2.5","13","","","1798"
"Dental Studio of Jersey City","+15512224493","office@dentalstudiojc.com","https://www.dentalstudiojc.com","Cosmetic Dentists","370 1st St","Jersey City","NJ","07302","US","4.9","471","3.9","54","","","1323"
"Hudson Street Dental","+12123590064","info@hudsonstdental.com","http://www.hudsonstdental.com","Cosmetic Dentists","90 Vandam St","New York","NY","10013","US","4.9","253","5","7","","",""
"Farag Marian, DMD","+12017927073","faragdentistry@gmail.com","http://www.faragdentistry.com","Cosmetic Dentists","1006 Washington St","Hoboken","NJ","07030","US","4.9","372","4.5","95","","","710"
"Carroll Gardens Dental Arts","+17186140241","info@cgdentalarts.com","http://www.cgdentalarts.com","General Dentistry","360 Ct St, Ste 1","Brooklyn","NY","11231","US","4.7","26","4.9","41","","",""
"JC Dental & Implant Studio","+12016540490","jcdentalhealth@gmail.com","http://www.jcdentalhealth.com","Periodontists","354 Grove St, Unit 1B","Jersey City","NJ","07302","US","4.7","186","4.8","21","","","417"
"Studio Smiles NYC","+16464701376","appts@studiosmilesnyc.com","http://www.studiosmilesnyc.com","Cosmetic Dentists","41 Park Ave, Ste 1C","New York","NY","10016","US","4.9","574","3.7","38","","",""
"Matthew Lieberman, DMD","+17186368552","matthewlieberman@yahoo.com","http://www.drmatthewlieberman.com","General Dentistry","33 8th Ave","Brooklyn","NY","11217","US","4.7","40","4.8","58","","",""
"House of Orthodontia","+12123924789","info@houseoforthodontia.com","http://www.houseoforthodontia.com","Orthodontists","601 E 12th St","New York","NY","10009","US","5.0","262","4.7","11","","","270"
"Bowtie Dental Studio","+19293000702","support@bowtiedentalstudio.com","https://bowtiedentalstudio.com","General Dentistry","109 N 12th St, Ste 607","Brooklyn","NY","11249","US","5","118","4.7","21","","","735"
"Lemchen-Salzer Orthodontics, Drs. Lemchen and Dr. Salzer","+12128719835","","https://smilenycity.com","Orthodontists","The Trinity Building, 111 Broadway, Ste 1707","Manhattan","NY","10006","US","","","5","1","","","5221"
"Charles B. Wang Community Health Center","+12123796998","xmeng@cbwchc.org","http://www.cbwchc.org/","Medical Centers","268 Canal St","New York","NY","10013","US","4.4","633","3.2","75","","","1415"
"True Dental Care","+12015650890","","https://www.truedentalcare.us","Pediatric Dentists","255 Brunswick St, Ste 5","Jersey City","NJ","07302","US","4.9","1105","4.6","65","","","1595"
"Stanley J Boyd,  DMD","+12122060513","doctorstan@healthychelsea.nyc","http://www.healthychelseadental.com","General Dentistry","77 W 15th St, Healthy Chelsea Dental","New York","NY","10011","US","4.9","75","5","23","","","77"
"Jersey City Dental Spa - Dental","+12014511600","jcdentalspa@gmail.com","http://www.dentalnspa.com","General Dentistry","31 Montgomery St, Fl 3","Jersey City","NJ","07302","US","4.8","424","3.9","85","","",""
"Heights Dental","+19293371900","dr.ewatracz@gmail.com","https://www.heightsdentalny.com","General Dentistry","107 Joralemon St, Ste 1","Brooklyn","NY","11201","US","5.0","181","4.3","9","","","332"
"Toula Mylonakis, DMD","+12128326670","tmylonakis@gmail.com","http://toulamylonakisdmd.com","General Dentistry","37 Park Ave","New York","NY","10016","US","5.0","213","4.8","32","","",""
